"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://nmgtechnologies.com/","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/industry/fintech","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/industry/travel","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/industry/marketresearch","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/industry/healthcare","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/industry/staffing","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/success-stories/competiscan","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/success-stories","1","Case Studies - Successful Case Studies of Client | NMG Technologies","67","613","Indexable",""
"https://nmgtechnologies.com/clients/case-studies/","1","Case Studies - Successful Case Studies of Client | NMG Technologies","67","613","Indexable",""
"https://nmgtechnologies.com/success-stories/compound-banc","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/success-stories/international-insurance","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
"https://nmgtechnologies.com/success-stories/wealth-concert","1","IT Outsource Software, Web & Mobile App Development Company - NMG","65","640","Indexable",""
